data,category
 Pocock has argued that a distinct republican tradition stretches from the classical world to the present.,politics
" Paul Rahe, for instance, argues that the classical republics had a form of government with few links to those in any modern country.",politics
The political philosophy of the classical republics has in any case had an influence on republican thought throughout the subsequent centuries.,politics
" Philosophers and politicians advocating republics, such as Machiavelli, Montesquieu, Adams, and Madison, relied heavily on classical Greek and Roman sources which described various types of regimes.",politics
" One form Aristotle named politeia, which consisted of a mixture of the other forms.",politics
 He argued that this was one of the ideal forms of government.,politics
" Polybius expanded on many of these ideas, again focusing on the idea of mixed government.",politics
 The most important Roman work in this tradition is Cicero's De re publica.,politics
"Over time, the classical republics were either conquered by empires or became ones themselves.",politics
 Most of the Greek republics were annexed to the Macedonian Empire of Alexander.,politics
" The Roman Republic expanded dramatically conquering the other states of the Mediterranean that could be considered republics, such as Carthage.",politics
"The term ""republic"" is not commonly used to refer to pre-classical city-states, especially if outside Europe and the area which was under Graeco-Roman influence.",politics
 However some early states outside Europe had governments that are sometimes today considered similar to republics.,politics
"In the ancient Near East, a number of cities of the Eastern Mediterranean achieved collective rule.",politics
 Republic city-states flourished in Phoenicia along the Levantine coast starting from the 11th century BC.,politics
" In ancient Phoenicia, the concept of Shophet, very similar to a Roman consul, came to be; both served for a year in pair of two.",politics
" Under Persian rule (539–332 BCE), Phoenician city-states such as Tyre abolished the king system and adopted ""a system of the suffetes (judges), who remained in power for short mandates of 6 years"".",politics
" Arwad has been cited as one of the earliest known examples of a republic, in which the people, rather than a monarch, are described as sovereign.",politics
before the United Monarchy has also been considered a type of republic.,politics
 In Africa the Axum Empire was organized as a confederation ruled similarly to a royal republic.,politics
"Early republican institutions comes from the independent Gaṇa sanghas - gana means ""tribe"" and sangha means ""assembly"" - which may have existed as early as the 6th century BC and persisted in some areas until the 4th century in India.",politics
" The evidence for this is scattered, however, and no pure historical source exists for that period.",politics
" Diodorus, a Greek historian who wrote two centuries after the time of Alexander the Great's invasion of India (now Pakistan and northwest India) mentions, without offering any detail, that independent and democratic states existed in India.",politics
" Modern scholars note the word democracy at the time of the 3rd century BC and later suffered from degradation and could mean any autonomous state, no matter how oligarchic in nature.",politics
"Key characteristics of the gana seem to include a monarch, usually known by the name raja, and a deliberative assembly.",politics
" At least in some states, attendance was open to all free men.",politics
" This body also had full financial, administrative, and judicial authority.",politics
" Other officers, who rarely receive any mention, obeyed the decisions of the assembly.",politics
" Elected by the gana, the monarch apparently always belonged to a family of the noble class of Kshatriya Varna.",politics
" The monarch coordinated his activities with the assembly; in some states, he did so with a council of other nobles.",politics
" The Licchavis had a primary governing body of 7,077 rajas, the heads of the most important families.",politics
" On the other hand, the Shakyas, Koliyas, Mallas, and Licchavis, during the period around Gautama Buddha, had the assembly open to all men, rich and poor.",politics
" Early ""republics"" or gaṇa sangha, such as Mallas, centered in the city of Kusinagara, and the Vajji (or Vriji) confederation, centered in the city of Vaishali, existed as early as the 6th century BC and persisted in some areas until the 4th century AD.",politics
 The most famous clan amongst the ruling confederate clans of the Vajji Mahajanapada were the Licchavis.,politics
 The Magadha kingdom included republican communities such as the community of Rajakumara.,politics
 Villages had their own assemblies under their local chiefs called Gramakas.,politics
" Their administrations were divided into executive, judicial, and military functions.",politics
"Scholars differ over how best to describe these governments, and the vague, sporadic quality of the evidence allows for wide disagreements.",politics
 Some emphasize the central role of the assemblies and thus tout them as democracies; other scholars focus on the upper-class domination of the leadership and possible control of the assembly and see an oligarchy or an aristocracy.,politics
" Despite the assembly's obvious power, it has not yet been established whether the composition and participation were truly popular.",politics
" This is reflected in the Arthashastra, an ancient handbook for monarchs on how to rule efficiently.",politics
" It contains a chapter on how to deal with the sanghas, which includes injunctions on manipulating the noble leaders, yet it does not mention how to influence the mass of the citizens, indicating that the ""Gaṇa sanghas"" are more of an aristocratic rule, or oligarchic republic, than ""democracy"".",politics
The Icelandic Commonwealth was established in AD 930 by refugees from Norway who had fled the unification of that country under King Harald Fairhair.,politics
" The Commonwealth consisted of a number of clans run by chieftains, and the Althing was a combination of parliament and supreme court where disputes appealed from lower courts were settled, laws were decided, and decisions of national importance were taken.",politics
" One such example was the Christianisation of Iceland in 1000, where the Althing decreed, in order to prevent an invasion, that all Icelanders must be baptized, and forbade celebration of pagan rituals.",politics
" Contrary to most states, the Icelandic Commonwealth had no official leader.",politics
"In the early 13th century, the Age of the Sturlungs, the Commonwealth began to suffer from long conflicts between warring clans.",politics
" This, combined with pressure from the Norwegian king Haakon IV for the Icelanders to rejoin the Norwegian ""family"", led the Icelandic chieftains to accept Haakon IV as king by the signing of the Gamli sáttmáli (""Old Covenant"") in 1262.",politics
" The Althing, however, is still Iceland's parliament, almost 800 years later.",politics
In Europe new republics appeared in the late Middle Ages when a number of small states embraced republican systems of government.,politics
" These were generally small, but wealthy, trading states, like the Italian city-states and the Hanseatic League, in which the merchant class had risen to prominence.",politics
" Knud Haakonssen has noted that, by the Renaissance, Europe was divided with those states controlled by a landed elite being monarchies and those controlled by a commercial elite being republics.",politics
"Italy was the most densely populated area of Europe, and also one with the weakest central government.",politics
 Many of the towns thus gained considerable independence and adopted commune forms of government.,politics
" Completely free of feudal control, the Italian city-states expanded, gaining control of the rural hinterland.",politics
 The two most powerful were the Republic of Venice and its rival the Republic of Genoa.,politics
" Each were large trading ports, and further expanded by using naval power to control large parts of the Mediterranean.",politics
 It was in Italy that an ideology advocating for republics first developed.,politics
" Writers such as Bartholomew of Lucca, Brunetto Latini, Marsilius of Padua, and Leonardo Bruni saw the medieval city-states as heirs to the legacy of Greece and Rome.",politics
Across Europe a wealthy merchant class developed in the important trading cities.,politics
" Despite their wealth they had little power in the feudal system dominated by the rural land owners, and across Europe began to advocate for their own privileges and powers.",politics
" The more centralized states, such as France and England, granted limited city charters.",politics
"In the more loosely governed Holy Roman Empire, 51 of the largest towns became free imperial cities.",politics
 While still under the dominion of the Holy Roman Emperor most power was held locally and many adopted republican forms of government.,politics
 The same rights to imperial immediacy were secured by the major trading cities of Switzerland.,politics
" The towns and villages of alpine Switzerland had, courtesy of geography, also been largely excluded from central control.",politics
" Unlike Italy and Germany, much of the rural area was thus not controlled by feudal barons, but by independent farmers who also used communal forms of government.",politics
 When the Habsburgs tried to reassert control over the region both rural farmers and town merchants joined the rebellion.,politics
" The Swiss were victorious, and the Swiss Confederacy was proclaimed, and Switzerland has retained a republican form of government to the present.",politics
"Two Russian cities with a powerful merchant class—Novgorod and Pskov—also adopted republican forms of government in 12th and 13th centuries, respectively, which ended when the republics were conquered by Muscovy/Russia at the end of 15th – beginning of 16th century.",politics
The dominant form of government for these early republics was control by a limited council of elite patricians.,politics
" In those areas that held elections, property qualifications or guild membership limited both who could vote and who could run.",politics
 In many states no direct elections were held and council members were hereditary or appointed by the existing council.,politics
" This left the great majority of the population without political power, and riots and revolts by the lower classes were common.",politics
 The late Middle Ages saw more than 200 such risings in the towns of the Holy Roman Empire.,politics
" Similar revolts occurred in Italy, notably the Ciompi Revolt in Florence.",politics
"Following the collapse of the Seljuk Sultanate of Rum and establishment of the Turkish Anatolian Beyliks, the Ahiler merchant fraternities established a state centered on Ankara that is sometimes compared to the Italian mercantile republics.",politics
"While the classical writers had been the primary ideological source for the republics of Italy, in Northern Europe, the Protestant Reformation would be used as justification for establishing new republics.",politics
" Most important was Calvinist theology, which developed in the Swiss Confederacy, one of the largest and most powerful of the medieval republics.",politics
" John Calvin did not call for the abolition of monarchy, but he advanced the doctrine that the faithful had the duty to overthrow irreligious monarchs.",politics
 Advocacy for republics appeared in the writings of the Huguenots during the French Wars of Religion.,politics
Calvinism played an important role in the republican revolts in England and the Netherlands.,politics
" Like the city-states of Italy and the Hanseatic League, both were important trading centres, with a large merchant class prospering from the trade with the New World.",politics
 Large parts of the population of both areas also embraced Calvinism.,politics
" During the Dutch Revolt (beginning in 1566), the Dutch Republic emerged from rejection of Spanish Habsburg rule.",politics
" However, the country did not adopt the republican form of government immediately: in the formal declaration of independence (Act of Abjuration, 1581), the throne of king Philip was only declared vacant, and the Dutch magistrates asked the Duke of Anjou, queen Elizabeth of England and prince William of Orange, one after another, to replace Philip.",politics
" It took until 1588 before the Estates (the Staten, the representative assembly at the time) decided to vest the sovereignty of the country in themselves.",politics
" Spearheaded by the Puritans and funded by the merchants of London, the revolt was a success, and King Charles I was executed.",politics
" In England James Harrington, Algernon Sidney, and John Milton became some of the first writers to argue for rejecting monarchy and embracing a republican form of government.",politics
" The English Commonwealth was short lived, and the monarchy was soon restored.",politics
" The Dutch Republic continued in name until 1795, but by the mid-18th century the stadtholder had become a de facto monarch.",politics
 Calvinists were also some of the earliest settlers of the British and Dutch colonies of North America.,politics
"Along with these initial republican revolts, early modern Europe also saw a great increase in monarchical power.",politics
 The era of absolute monarchy replaced the limited and decentralized monarchies that had existed in most of the Middle Ages.,politics
 It also saw a reaction against the total control of the monarch as a series of writers created the ideology known as liberalism.,politics
Most of these Enlightenment thinkers were far more interested in ideas of constitutional monarchy than in republics.,politics
" The Cromwell regime had discredited republicanism, and most thinkers felt that republics ended in either anarchy or tyranny.",politics
 Thus philosophers like Voltaire opposed absolutism while at the same time being strongly pro-monarchy.,politics
"Jean-Jacques Rousseau and Montesquieu praised republics, and looked on the city-states of Greece as a model.",politics
" However, both also felt that a state like France, with 20 million people, would be impossible to govern as a republic.",politics
" Rousseau admired the republican experiment in Corsica (1755–1769) and described his ideal political structure of small, self-governing communes.",politics
" Montesquieu felt that a city-state should ideally be a republic, but maintained that a limited monarchy was better suited to a state with a larger territory.",politics
"The American Revolution began as a rejection only of the authority of the British Parliament over the colonies, not of the monarchy.",politics
" The failure of the British monarch to protect the colonies from what they considered the infringement of their rights to representative government, the monarch's branding of those requesting redress as traitors, and his support for sending combat troops to demonstrate authority resulted in widespread perception of the British monarchy as tyrannical.",politics
With the United States Declaration of Independence the leaders of the revolt firmly rejected the monarchy and embraced republicanism.,politics
" The leaders of the revolution were well versed in the writings of the French liberal thinkers, and also in history of the classical republics.",politics
 John Adams had notably written a book on republics throughout history.,politics
" In addition, the widely distributed and popularly read-aloud tract Common Sense, by Thomas Paine,  succinctly and eloquently laid out the case for republican ideals and independence to the larger public.",politics
" The Constitution of the United States, ratified in 1789, created a relatively strong federal republic to replace the relatively weak confederation under the first attempt at a national government with the Articles of Confederation and Perpetual Union ratified in 1781.",politics
" The first ten amendments to the Constitution, called the United States Bill of Rights, guaranteed certain natural rights fundamental to republican ideals that justified the Revolution.",politics
The French Revolution was also not republican at its outset.,politics
 Only after the Flight to Varennes removed most of the remaining sympathy for the king was a republic declared and Louis XVI sent to the guillotine.,politics
 The stunning success of France in the French Revolutionary Wars saw republics spread by force of arms across much of Europe as a series of client republics were set up across the continent.,politics
" The rise of Napoleon saw the end of the French First Republic and her Sister Republics, each replaced by ""popular monarchies"".",politics
" Throughout the Napoleonic period, the victors extinguished many of the oldest republics on the continent, including the Republic of Venice, the Republic of Genoa, and the Dutch Republic.",politics
 They were eventually transformed into monarchies or absorbed into neighbouring monarchies.,politics
Outside Europe another group of republics was created as the Napoleonic Wars allowed the states of Latin America to gain their independence.,politics
 Liberal ideology had only a limited impact on these new republics.,politics
 The main impetus was the local European descended Creole population in conflict with the Peninsulares—governors sent from overseas.,politics
" The majority of the population in most of Latin America was of either African or Amerindian descent, and the Creole elite had little interest in giving these groups power and broad-based popular sovereignty.",politics
" Simón Bolívar, both the main instigator of the revolts and one of its most important theorists, was sympathetic to liberal ideals but felt that Latin America lacked the social cohesion for such a system to function and advocated autocracy as necessary.",politics
In Mexico this autocracy briefly took the form of a monarchy in the First Mexican Empire.,politics
" Due to the Peninsular War, the Portuguese court was relocated to Brazil in 1808.",politics
" Brazil gained independence as a monarchy on September 7, 1822, and the Empire of Brazil lasted until 1889.",politics
 In the other states various forms of autocratic republic existed until most were liberalized at the end of the 20th century.,politics
"The French Second Republic was created in 1848, but abolished by Napoleon III who proclaimed himself Emperor in 1852.",politics
" The French Third Republic was established in 1870, when a civil revolutionary committee refused to accept Napoleon III's surrender during the Franco-Prussian War.",politics
" Spain briefly became the First Spanish Republic in 1873–74, but the monarchy was soon restored.",politics
" By the start of the 20th century France, Switzerland and San Marino remained the only republics in Europe.",politics
" This changed when, after the 1908 Lisbon Regicide, the 5 October 1910 revolution established the Portuguese Republic.",politics
"In East Asia, China had seen considerable anti-Qing sentiment during the 19th century, and a number of protest movements developed calling for constitutional monarchy.",politics
" The most important leader of these efforts was Sun Yat-sen, whose Three Principles of the People combined American, European, and Chinese ideas.",politics
" Under his leadership the Republic of China was proclaimed on January 1, 1912.",politics
"Republicanism expanded significantly in the aftermath of World War I, when several of the largest European empires collapsed: the Russian Empire (1917), German Empire (1918), Austro-Hungarian Empire (1918), and Ottoman Empire (1922) were all replaced by republics.",politics
" New states gained independence during this turmoil, and many of these, such as Ireland, Poland, Finland and Czechoslovakia, chose republican forms of government.",politics
" Following Greece's defeat in the Greco-Turkish War (1919–22), the monarchy was briefly replaced by the Second Hellenic Republic (1924–35).",politics
" In 1931, the proclamation of the Second Spanish Republic (1931–39) resulted in the Spanish Civil War that would be the prelude of World War II.",politics
" The United States began to have considerable influence in East Asia in the later part of the 19th century, with Protestant missionaries playing a central role.",politics
 The liberal and republican writers of the west also exerted influence.,politics
 These combined with native Confucian inspired political philosophy that had long argued that the populace had the right to reject unjust government that had lost the Mandate of Heaven.,politics
"Two short-lived republics were proclaimed in East Asia, the Republic of Formosa and the First Philippine Republic.",politics
"In the years following World War II, most of the remaining European colonies gained their independence, and most became republics.",politics
 The two largest colonial powers were France and the United Kingdom.,politics
 Republican France encouraged the establishment of republics in its former colonies.,politics
 The United Kingdom attempted to follow the model it had for its earlier settler colonies of creating independent Commonwealth realms still linked under the same monarchy.,politics
" While most of the settler colonies and the smaller states of the Caribbean retained this system, it was rejected by the newly independent countries in Africa and Asia, which revised their constitutions and became republics.",politics
"Britain followed a different model in the Middle East; it installed local monarchies in several colonies and mandates including Iraq, Jordan, Kuwait, Bahrain, Oman, Yemen and Libya.",politics
 In subsequent decades revolutions and coups overthrew a number of monarchs and installed republics.,politics
" Several monarchies remain, and the Middle East is the only part of the world where several large states are ruled by monarchs with almost complete political control.",politics
"In the wake of the First World War, the Russian monarchy fell during the Russian Revolution.",politics
" The Russian Provisional Government was established in its place on the lines of a liberal republic, but this was overthrown by the Bolsheviks who went on to establish the Union of Soviet Socialist Republics.",politics
 This was the first republic established under Marxist-Leninist ideology.,politics
" Communism was wholly opposed to monarchy, and became an important element of many republican movements during the 20th century.",politics
" The Russian Revolution spread into Mongolia, and overthrew its theocratic monarchy in 1924.",politics
" In the aftermath of the Second World War the communists gradually gained control of Romania, Bulgaria, Yugoslavia, Hungary and Albania, ensuring that the states were reestablished as socialist republics rather than monarchies.",politics
 It was embraced by many national liberation movements during decolonization.,politics
" In Vietnam, communist republicans pushed aside the Nguyễn Dynasty, and monarchies in neighbouring Laos and Cambodia were overthrown by communist movements in the 1970s.",politics
" Arab socialism contributed to a series of revolts and coups that saw the monarchies of Egypt, Iraq, Libya, and Yemen ousted.",politics
 In Africa Marxist-Leninism and African socialism led to the end of monarchy and the proclamation of republics in states such as Burundi and Ethiopia.,politics
"Islamic political philosophy has a long history of opposition to absolute monarchy, notably in the work of Al-Farabi.",politics
" Sharia law took precedence over the will of the ruler, and electing rulers by means of the Shura was an important doctrine.",politics
" While the early caliphate maintained the principles of an elected ruler, later states became hereditary or military dictatorships though many maintained some pretense of a consultative shura.",politics
None of these states are typically referred to as republics.,politics
" The current usage of republic in Muslim countries is borrowed from the western meaning, adopted into the language in the late 19th century.",politics
" The 20th century saw republicanism become an important idea in much of the Middle East, as monarchies were removed in many states of the region.",politics
" Some nations, such as Indonesia and Azerbaijan, began as secular.",politics
" In Iran, the 1979 revolution overthrew the monarchy and created an Islamic republic based on the ideas of Islamic democracy.",politics
"With no monarch, most modern republics use the title president for the head of state.",politics
" Originally used to refer to the presiding officer of a committee or governing body in Great Britain the usage was also applied to political leaders, including the leaders of some of the Thirteen Colonies (originally Virginia in 1608); in full, the ""President of the Council"".",politics
 The first republic to adopt the title was the United States of America.,politics
 Keeping its usage as the head of a committee the President of the Continental Congress was the leader of the original congress.,politics
 When the new constitution was written the title of President of the United States was conferred on the head of the new executive branch.,politics
"If the head of state of a republic is also the head of government, this is called a presidential system.",politics
 A full-presidential system has a president with substantial authority and a central political role.,politics
"In other states the legislature is dominant and the presidential role is almost purely ceremonial and apolitical, such as in Germany, Italy, India, and Trinidad and Tobago.",politics
 These states are parliamentary republics and operate similarly to constitutional monarchies with parliamentary systems where the power of the monarch is also greatly circumscribed.,politics
" In parliamentary systems the head of government, most often titled prime minister, exercises the most real political power.",politics
" Semi-presidential systems have a president as an active head of state with important powers, but they also have a prime minister as a head of government with important powers.",politics
"The rules for appointing the president and the leader of the government, in some republics permit the appointment of a president and a prime minister who have opposing political convictions: in France, when the members of the ruling cabinet and the president come from opposing political factions, this situation is called cohabitation.",politics
"In some countries, like Bosnia and Herzegovina, San Marino, and Switzerland, the head of state is not a single person but a committee (council) of several persons holding that office.",politics
" The Roman Republic had two consuls, elected for a one-year term by the comitia centuriata, consisting of all adult, freeborn males who could prove citizenship.",politics
"In liberal democracies, presidents are elected, either directly by the people or indirectly by a parliament or council.",politics
" Typically in presidential and semi-presidential systems the president is directly elected by the people, or is indirectly elected as done in the United States.",politics
" In that country the president is officially elected by an electoral college, chosen by the States, all of which do so by direct election of the electors.",politics
 The indirect election of the president through the electoral college conforms to the concept of republic as one with a system of indirect election.,politics
" In the opinion of some, direct election confers legitimacy upon the president and gives the office much of its political power.",politics
" However, this concept of legitimacy differs from that expressed in the United States Constitution which established the legitimacy of the United States president as resulting from the signing of the Constitution by nine states.",politics
" The idea that direct election is required for legitimacy also contradicts the spirit of the Great Compromise, whose actual result was manifest in the clause that provides voters in smaller states with more representation in presidential selection than those in large states; for example citizens of Wyoming in 2016 had 3.",politics
6 times as much electoral vote representation as citizens of California.,politics
In states with a parliamentary system the president is usually elected by the parliament.,politics
" This indirect election subordinates the president to the parliament, and also gives the president limited legitimacy and turns most presidential powers into reserve powers that can only be exercised under rare circumstance.",politics
" There are exceptions where elected presidents have only ceremonial powers, such as in Ireland.",politics
The distinction between a republic and a monarchy is not always clear.,politics
" The constitutional monarchies of the former British Empire and Western Europe today have almost all real political power vested in the elected representatives, with the monarchs only holding either theoretical powers, no powers or rarely used reserve powers.",politics
 Real legitimacy for political decisions comes from the elected representatives and is derived from the will of the people.,politics
" While hereditary monarchies remain in place, political power is derived from the people as in a republic.",politics
 These states are thus sometimes referred to as crowned republics.,politics
"Terms such as ""liberal republic"" are also used to describe all of the modern liberal democracies.",politics
There are also self-proclaimed republics that act similarly to monarchies with absolute power vested in the leader and passed down from father to son.,politics
 North Korea and Syria are two notable examples where a son has inherited political control.,politics
" There is no constitutional requirement that power be passed down within one family, but it has occurred in practice.",politics
"There are also elective monarchies where ultimate power is vested in a monarch, but the monarch is chosen by some manner of election.",politics
" A current example of such a state is Malaysia where the Yang di-Pertuan Agong is elected every five years by the Conference of Rulers composed of the nine hereditary rulers of the Malay states, and the Vatican City-State, where the pope is selected by cardinal-electors, currently all cardinals under a specific age.",politics
" While rare today, elective monarchs were common in the past.",politics
" The Holy Roman Empire is an important example, where each new emperor was chosen by a group of electors.",politics
" Islamic states also rarely employed primogeniture, instead relying on various forms of election to choose a monarch's successor.",politics
"The Polish–Lithuanian Commonwealth had an elective monarchy, with a wide suffrage of some 500,000 nobles.",politics
" The system, known as the Golden Liberty, had developed as a method for powerful landowners to control the crown.",politics
" The proponents of this system looked to classical examples, and the writings of the Italian Renaissance, and called their elective monarchy a rzeczpospolita, based on res publica.",politics
In general being a republic also implies sovereignty as for the state to be ruled by the people it cannot be controlled by a foreign power.,politics
" There are important exceptions to this, for example, republics in the Soviet Union were member states which had to meet three criteria to be named republics:
",politics
"be on the periphery of the Soviet Union so as to be able to take advantage of their theoretical right to secede;
",politics
"be economically strong enough to be self-sufficient upon secession; and
",politics
be named after at least one million people of the ethnic group which should make up the majority population of said republic.,politics
"It is sometimes argued that the former Soviet Union was also a supra-national republic, based on the claim that the member states were different nation states.",politics
"The Socialist Federal Republic of Yugoslavia was a federal entity composed of six republics (Socialist Republic of Bosnia and Herzegovina, Croatia, Macedonia, Montenegro, Serbia, and Slovenia).",politics
" Each republic had its parliament, government, institute of citizenship, constitution, etc.",politics
", but certain functions were delegated to the federation (army, monetary matters).",politics
 Each republic also had a right of self-determination according to the conclusions of the second session of the AVNOJ and according to the federal constitution.,politics
"States of the United States are required, like the federal government, to be republican in form, with final authority resting with the people.",politics
" This was required because the states were intended to create and enforce most domestic laws, with the exception of areas delegated to the federal government and prohibited to the states.",politics
 The founding fathers of the country intended most domestic laws to be handled by the states.,politics
" Requiring the states to be a republic in form was seen as protecting the citizens' rights and preventing a state from becoming a dictatorship or monarchy, and reflected unwillingness on the part of the original 13 states (all independent republics) to unite with other states that were not republics.",politics
" Additionally, this requirement ensured that only other republics could join the union.",politics
"In the example of the United States, the original 13 British colonies became independent states after the American Revolution, each having a republican form of government.",politics
 These independent states initially formed a loose confederation called the United States and then later formed the current United States by ratifying the current U.,politics
 Any state joining the union later was also required to be a republic.,politics
"In Switzerland, all cantons can be considered to have a republican form of government.",politics
" Several Romance-speaking cantons are also officially referred to as republics, reflecting their history and will of independence within the Swiss Confederation.",politics
 Notable examples are the Republic and Canton of Geneva and the Republic and Canton of Ticino.,politics
The term republic originated from the writers of the Renaissance as a descriptive term for states that were not monarchies.,politics
" These writers, such as Machiavelli, also wrote important prescriptive works describing how such governments should function.",politics
 These ideas of how a government and society should be structured is the basis for an ideology known as classical republicanism or civic humanism.,politics
" This ideology is based on the Roman Republic and the city states of Ancient Greece and focuses on ideals such as civic virtue, rule of law and mixed government.",politics
This understanding of a republic as a distinct form of government from a liberal democracy is one of the main theses of the Cambridge School of historical analysis.,politics
 Pocock who in 1975 argued that a series of scholars had expressed a consistent set of republican ideals.,politics
" These writers included Machiavelli, Milton, Montesquieu and the founders of the United States of America.",politics
Pocock argued that this was an ideology with a history and principles distinct from liberalism.,politics
" These ideas were embraced by a number of different writers, including Quentin Skinner, Philip Pettit and Cass Sunstein.",politics
" These subsequent writers have further explored the history of the idea, and also outlined how a modern republic should function.",politics
"A distinct set of definitions of the term ""republic"" evolved in the United States, where the term is often equated with ""representative democracy.",politics
""" This narrower understanding of the term was originally developed by James Madison and notably employed in Federalist Paper No.",politics
" This meaning was widely adopted early in the history of the United States, including in Noah Webster's dictionary of 1828.",politics
 It was a novel meaning to the term; representative democracy was not an idea mentioned by Machiavelli and did not exist in the classical republics.,politics
" There is also evidence that contemporaries of Madison considered the meaning of ""republic"" to reflect the broader definition found elsewhere, as is the case with a quotation of Benjamin Franklin taken from the notes of James McHenry where the question is put forth, ""a Republic or a Monarchy?"".",politics
"The term republic does not appear in the Declaration of Independence, but it does appear in Article IV of the Constitution, which ""guarantee[s] to every State in this Union a Republican form of Government.",politics
""" What exactly the writers of the constitution felt this should mean is uncertain.",politics
" Borden (1849), declared that the definition of republic was a ""political question"" in which it would not intervene.",politics
" Cruikshank (1875), the court ruled that the ""equal rights of citizens"" were inherent to the idea of a republic.",politics
"However, the term republic is not synonymous with the republican form.",politics
" The republican form is defined as one in which the powers of sovereignty are vested in the people and are exercised by the people, either directly, or through representatives chosen by the people, to whom those powers are specially delegated.",politics
"Beyond these basic definitions, the word republic has a number of other connotations.",politics
" Paul Adams observes that republic is most often used in the United States as a synonym for ""state"" or ""government,"" but with more positive connotations than either of those terms.",politics
  Republicanism is often referred to as the founding ideology of the United States.,politics
 Traditionally scholars believed this American republicanism was a derivation of the classical liberal ideologies of John Locke and others developed in Europe.,politics
A political philosophy of republicanism that formed during the Renaissance period and initiated by Machiavelli was thought to have had little impact on the founders of the United States.,politics
" In the 1960s and 1970s, a revisionist school led by the likes of Bernard Bailyn began to argue that republicanism was just as or even more important than liberalism in the creation of the United States.",politics
 This issue is still much disputed and scholars like Isaac Kramnick completely reject this view.,politics
" 1, Republicanism and Constitutionalism in Early Modern Europe, Cambridge: Cambridge University Press.",politics
" 2, The Values of Republicanism in Early Modern Europe, Cambridge: Cambridge U.",politics
"Willi Paul Adams, ""Republicanism in Political Rhetoric before 1776"", Political Science Quarterly 85(1970), pp.",politics
"Joyce Appleby, ""Republicanism in Old and New Contexts"", in William & Mary Quarterly, 3rd series, 43 (January, 1986), pp.",politics
", ""Republicanism"" issue of American Quarterly 37 (Fall, 1985).",politics
"Sarah Barber, Regicide and Republicanism: Politics and Ethics in the English Republic, 1646–1649, Edinburgh: Edinburgh University Press, 1998.",politics
" (2000), The End of Kings: A History of Republics and Republicans (2nd ed.",politics
"Eric Gojosso, Le concept de république en France (XVIe – XVIIIe siècle), Aix/Marseille, 1998, pp.",politics
"James Hankins, ""Exclusivist Republicanism and the Non-Monarchical Republic"", Political Theory 38.",politics
"Frédéric Monera, L'idée de République et la jurisprudence du Conseil constitutionnel – Paris: L.",politics
"Philip Pettit, Republicanism: A Theory of Freedom and Government, Oxford: Clarendon Press, 1997, pp.",politics
" Pocock, The Machiavellian Moment: Florentine Political Thought and the Atlantic Republican Tradition, Princeton: Princeton University Press, 1975
",politics
" Pocock, ""Between Gog and Magog: The Republican Thesis and the Ideologia Americana"", Journal of the History of Ideas 48 (1987), p.",politics
" Pocock, ""The Machiavellian Moment Revisited: A Study in History and Ideology"" Journal of Modern History 53 (1981)
",politics
" Rahe, Republics Ancient and Modern: Classical Republicanism and the American Revolution, 3 v.",politics
", Republicanism, Liberty, and Commercial Society, 1649–1776 (The Making of Modern Freedom series), Stanford, CA: Stanford University Press, 1994.",politics
"• Thomas Corwin, Senate Speech Against the Mexican War-Congressional Globe 1847.",politics
"Governance comprises all of the processes of governing – whether undertaken by the government of a state, by a market, or by a network – over a social system (family, tribe, formal or informal organization, a territory or across territories) and whether through the laws, norms, power or language of an organized society.",politics
" It relates to ""the processes of interaction and decision-making among the actors involved in a collective problem that lead to the creation, reinforcement, or reproduction of social norms and institutions"".",politics
"In lay terms, it could be described as the political processes that exist in and between formal institutions.",politics
A variety of entities (known generically as governing bodies) can govern.,politics
" The most formal is a government, a body whose sole responsibility and authority is to make binding decisions in a given geopolitical system (such as a state) by establishing laws.",politics
" Other types of governing include an organization (such as a corporation recognized as a legal entity by a government), a socio-political group (chiefdom, tribe, gang, family, religious denomination, etc.",politics
" In business and outsourcing relationships, Governance Frameworks are built into relational contracts that foster long-term collaboration and innovation.",politics
"Governance is the way rules, norms and actions are structured, sustained
",politics
" The degree of formality depends on the internal rules of a given organization and, externally, with its business partners.",politics
" As such, governance may take many forms, driven by many different motivations and with many different results.",politics
" For instance, a government may operate as a democracy where citizens vote on who should govern and the public good is the goal, while a non-profit organization or a corporation may be governed by a small board of directors and pursue more specific aims.",politics
"In addition, a variety of external actors without decision-making power can influence the process of governing.",politics
" These include lobbies, think tanks, political parties, non-government organizations, community and media.",politics
"Most institutions of higher education offer governance as an area of study, such as the Balsillie School of International Affairs, Munk School of Global Affairs, Sciences Po Paris, Graduate Institute Geneva, Hertie School, and London School of Economics, among others.",politics
"Like government, the word governance derives, ultimately, from the Greek verb kubernaein [kubernáo] (meaning to steer, the metaphorical sense first being attested in Plato).",politics
" Its occasional use in English to refer to the specific activity of ruling a country can be traced to early-modern England, when the phrase ""governance of the realm"" appears in works by William Tyndale and in royal correspondence from James V of Scotland to Henry VIII of England.",politics
" The first usage in connection with institutional structures (as distinct from individual rule) appears in Charles Plummer's The Governance of England (an 1885 translation from a 15th-century Latin manuscript by John Fortescue, also known as The Difference between an Absolute and a Limited Monarchy).",politics
" This usage of ""governance"" to refer to the arrangements of governing became orthodox including in Sidney Low's seminal text of the same title in 1904 and among some later British constitutional historians.",politics
